station_id,station_name,latitude,longitude,date,PRCP,SNOW,SNWD,TMAX,TMIN
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-09,0.0,0.0,0.0,59.0,31.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-10,0.42,0.0,0.0,53.0,37.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-11,0.0,0.0,0.0,50.0,40.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-12,0.0,0.0,0.0,62.0,39.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-13,0.01,0.0,0.0,69.0,45.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-14,2.36,0.0,0.0,73.0,55.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-15,0.35,0.0,0.0,77.0,57.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-16,0.4,0.0,0.0,69.0,52.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-17,3.95,0.0,0.0,68.0,54.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-18,0.0,0.0,0.0,66.0,52.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-19,0.22,0.0,0.0,61.0,52.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-20,0.0,0.0,0.0,65.0,55.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-21,0.0,0.0,0.0,68.0,56.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-22,0.0,0.0,0.0,70.0,57.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-23,0.52,0.0,0.0,81.0,55.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-24,0.0,0.0,0.0,89.0,64.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-25,0.0,0.0,0.0,88.0,70.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-26,0.0,0.0,0.0,89.0,70.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-27,0.18,0.0,0.0,87.0,72.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-28,0.17,0.0,0.0,83.0,65.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-29,0.03,0.0,0.0,76.0,58.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-30,0.0,0.0,0.0,72.0,55.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-05-31,0.0,0.0,0.0,66.0,52.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-01,0.0,0.0,0.0,77.0,55.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-02,0.0,0.0,0.0,94.0,67.0
